FEATURE,SATISFACTION_WEIGHT,DISSATISFACTION_WEIGHT,QUARTERLY_PERIODS,COUNTRY,WEIGHT_PER_PERSON,RESTAURANT_NAME,CITY,BOOKING_CHANNEL,RESTAURANT_BRAND,AGE,AGE_BREAKS,GENDER,RESERVATION_TYPE,ORDER_TYPE,UNIQUE_ID
Special Features or Experiences,4704.77222,0.0,2024Q3,IT,0.0,Chipotle Rome #56,Rome,Deliveroo,Chipotle,82,65+,Female,Reserved,Delivery,220
Customer Service,4704.77222,0.0,2024Q3,IT,0.0,Chipotle Rome #56,Rome,Deliveroo,Chipotle,82,65+,Female,Reserved,Delivery,220
Pricing,4903.26484,0.0,2024Q2,UK,4903.26484,Burger King London #25,London,OpenTable,Burger King,72,65+,Female,Reserved,Eat In,221
Food Quality,4903.26484,0.0,2024Q2,UK,0.0,Burger King London #25,London,OpenTable,Burger King,72,65+,Female,Reserved,Eat In,221
Food Quality,7237.31271,0.0,2024Q3,ES,7237.31271,McDonald's Madrid #27,Madrid,OpenTable,McDonald's,59,55-64,Male,Reserved,Eat In,222
Location & Accessibility,7237.31271,0.0,2024Q3,ES,0.0,McDonald's Madrid #27,Madrid,OpenTable,McDonald's,59,55-64,Male,Reserved,Eat In,222
Special Features or Experiences,6039.07325,0.0,2024Q2,US,6039.07325,McDonald's New York #84,New York,RestaurantWebsite,McDonald's,75,65+,Female,Walk-In,Takeout,223
Service Speed,6039.07325,0.0,2024Q2,US,0.0,McDonald's New York #84,New York,RestaurantWebsite,McDonald's,75,65+,Female,Walk-In,Takeout,223
Pricing,6039.07325,0.0,2024Q2,US,0.0,McDonald's New York #84,New York,RestaurantWebsite,McDonald's,75,65+,Female,Walk-In,Takeout,223
Food Quality,0.0,9505.93589,2024Q2,UK,9505.93589,KFC London #19,London,JustEat,KFC,59,55-64,Female,Reserved,Delivery,224
Special Features or Experiences,0.0,9505.93589,2024Q2,UK,0.0,KFC London #19,London,JustEat,KFC,59,55-64,Female,Reserved,Delivery,224
Ambience,3562.45527,0.0,2024Q2,ES,3562.45527,KFC Madrid #61,Madrid,Deliveroo,KFC,35,35-45,Female,Reserved,Delivery,225
Menu Variety,3562.45527,0.0,2024Q2,ES,0.0,KFC Madrid #61,Madrid,Deliveroo,KFC,35,35-45,Female,Reserved,Delivery,225
Food Quality,5458.213,0.0,2024Q2,DE,5458.213,Subway Berlin #21,Berlin,JustEat,Subway,20,18-24,Female,Reserved,Delivery,226
Ambience,5458.213,0.0,2024Q2,DE,0.0,Subway Berlin #21,Berlin,JustEat,Subway,20,18-24,Female,Reserved,Delivery,226
Customer Service,5458.213,0.0,2024Q2,DE,0.0,Subway Berlin #21,Berlin,JustEat,Subway,20,18-24,Female,Reserved,Delivery,226
Reservation System,5952.77667,0.0,2024Q3,US,5952.77667,Subway New York #46,New York,JustEat,Subway,62,55-64,Female,Reserved,Delivery,227
Hygiene & Cleanliness,5952.77667,0.0,2024Q3,US,0.0,Subway New York #46,New York,JustEat,Subway,62,55-64,Female,Reserved,Delivery,227
Customer Service,5952.77667,0.0,2024Q3,US,0.0,Subway New York #46,New York,JustEat,Subway,62,55-64,Female,Reserved,Delivery,227
Ambience,6422.73223,0.0,2024Q2,FR,6422.73223,Chipotle Paris #65,Paris,JustEat,Chipotle,70,65+,Male,Reserved,Delivery,228
Menu Variety,6422.73223,0.0,2024Q2,FR,0.0,Chipotle Paris #65,Paris,JustEat,Chipotle,70,65+,Male,Reserved,Delivery,228
Special Features or Experiences,6422.73223,0.0,2024Q2,FR,0.0,Chipotle Paris #65,Paris,JustEat,Chipotle,70,65+,Male,Reserved,Delivery,228
Food Quality,0.0,8332.48646,2024Q3,DE,8332.48646,McDonald's Berlin #9,Berlin,OpenTable,McDonald's,31,25-34,Female,Reserved,Eat In,229
Location & Accessibility,0.0,8332.48646,2024Q3,DE,0.0,McDonald's Berlin #9,Berlin,OpenTable,McDonald's,31,25-34,Female,Reserved,Eat In,229
Customer Service,0.0,8332.48646,2024Q3,DE,0.0,McDonald's Berlin #9,Berlin,OpenTable,McDonald's,31,25-34,Female,Reserved,Eat In,229
Hygiene & Cleanliness,0.0,8332.48646,2024Q3,DE,0.0,McDonald's Berlin #9,Berlin,OpenTable,McDonald's,31,25-34,Female,Reserved,Eat In,229
Location & Accessibility,1074.60292,0.0,2024Q2,ES,1074.60292,Chipotle Madrid #88,Madrid,UberEats,Chipotle,19,18-24,Female,Reserved,Delivery,230
Service Speed,1074.60292,0.0,2024Q2,ES,0.0,Chipotle Madrid #88,Madrid,UberEats,Chipotle,19,18-24,Female,Reserved,Delivery,230
Menu Variety,1074.60292,0.0,2024Q2,ES,0.0,Chipotle Madrid #88,Madrid,UberEats,Chipotle,19,18-24,Female,Reserved,Delivery,230
Customer Service,1223.4686,0.0,2024Q2,UK,1223.4686,KFC London #24,London,UberEats,KFC,34,25-34,Male,Reserved,Delivery,231
Ambience,1223.4686,0.0,2024Q2,UK,0.0,KFC London #24,London,UberEats,KFC,34,25-34,Male,Reserved,Delivery,231
Reservation System,1223.4686,0.0,2024Q2,UK,0.0,KFC London #24,London,UberEats,KFC,34,25-34,Male,Reserved,Delivery,231
Location & Accessibility,1223.4686,0.0,2024Q2,UK,0.0,KFC London #24,London,UberEats,KFC,34,25-34,Male,Reserved,Delivery,231
Menu Variety,2509.82394,0.0,2024Q2,US,2509.82394,Chipotle New York #37,New York,UberEats,Chipotle,56,55-64,Female,Reserved,Delivery,232
Menu Variety,2091.99736,0.0,2024Q3,IT,2091.99736,KFC Rome #42,Rome,OpenTable,KFC,21,18-24,Male,Reserved,Eat In,233
Special Features or Experiences,2091.99736,0.0,2024Q3,IT,0.0,KFC Rome #42,Rome,OpenTable,KFC,21,18-24,Male,Reserved,Eat In,233
Pricing,2091.99736,0.0,2024Q3,IT,0.0,KFC Rome #42,Rome,OpenTable,KFC,21,18-24,Male,Reserved,Eat In,233
Service Speed,9792.64375,0.0,2024Q2,FR,9792.64375,Subway Paris #65,Paris,JustEat,Subway,34,25-34,Male,Reserved,Delivery,234
Service Speed,8661.26928,0.0,2024Q2,FR,8661.26928,Subway Paris #65,Paris,UberEats,Subway,35,35-45,Male,Reserved,Delivery,235
Customer Service,8661.26928,0.0,2024Q2,FR,0.0,Subway Paris #65,Paris,UberEats,Subway,35,35-45,Male,Reserved,Delivery,235
Location & Accessibility,0.0,3182.29419,2024Q2,ES,3182.29419,Chipotle Madrid #37,Madrid,RestaurantWebsite,Chipotle,27,25-34,Male,Walk-In,Takeout,236
Food Quality,0.0,3182.29419,2024Q2,ES,0.0,Chipotle Madrid #37,Madrid,RestaurantWebsite,Chipotle,27,25-34,Male,Walk-In,Takeout,236
Ambience,9385.67743,0.0,2024Q3,UK,9385.67743,Subway London #10,London,RestaurantWebsite,Subway,64,55-64,Male,Reserved,Delivery,237
Customer Service,9385.67743,0.0,2024Q3,UK,0.0,Subway London #10,London,RestaurantWebsite,Subway,64,55-64,Male,Reserved,Delivery,237
Ambience,4060.71718,0.0,2024Q3,US,4060.71718,KFC New York #8,New York,RestaurantWebsite,KFC,21,18-24,Male,Reserved,Eat In,238
Customer Service,4060.71718,0.0,2024Q3,US,0.0,KFC New York #8,New York,RestaurantWebsite,KFC,21,18-24,Male,Reserved,Eat In,238
Pricing,4060.71718,0.0,2024Q3,US,0.0,KFC New York #8,New York,RestaurantWebsite,KFC,21,18-24,Male,Reserved,Eat In,238
Customer Service,0.0,1250.71815,2024Q2,DE,1250.71815,McDonald's Berlin #50,Berlin,OpenTable,McDonald's,88,65+,Male,Reserved,Eat In,239
Food Quality,0.0,1250.71815,2024Q2,DE,0.0,McDonald's Berlin #50,Berlin,OpenTable,McDonald's,88,65+,Male,Reserved,Eat In,239
Hygiene & Cleanliness,0.0,1250.71815,2024Q2,DE,0.0,McDonald's Berlin #50,Berlin,OpenTable,McDonald's,88,65+,Male,Reserved,Eat In,239
Special Features or Experiences,9895.69497,0.0,2024Q2,ES,9895.69497,McDonald's Madrid #38,Madrid,JustEat,McDonald's,63,55-64,Female,Reserved,Delivery,240
Reservation System,9895.69497,0.0,2024Q2,ES,0.0,McDonald's Madrid #38,Madrid,JustEat,McDonald's,63,55-64,Female,Reserved,Delivery,240
Customer Service,6210.99947,0.0,2024Q2,FR,6210.99947,KFC Paris #71,Paris,UberEats,KFC,21,18-24,Male,Reserved,Delivery,241
Hygiene & Cleanliness,6210.99947,0.0,2024Q2,FR,0.0,KFC Paris #71,Paris,UberEats,KFC,21,18-24,Male,Reserved,Delivery,241
Pricing,6210.99947,0.0,2024Q2,FR,0.0,KFC Paris #71,Paris,UberEats,KFC,21,18-24,Male,Reserved,Delivery,241
Special Features or Experiences,6055.21685,0.0,2024Q3,ES,6055.21685,KFC Madrid #25,Madrid,OpenTable,KFC,21,18-24,Female,Reserved,Eat In,242
Food Quality,6055.21685,0.0,2024Q3,ES,0.0,KFC Madrid #25,Madrid,OpenTable,KFC,21,18-24,Female,Reserved,Eat In,242
Menu Variety,6055.21685,0.0,2024Q3,ES,0.0,KFC Madrid #25,Madrid,OpenTable,KFC,21,18-24,Female,Reserved,Eat In,242
Customer Service,6055.21685,0.0,2024Q3,ES,0.0,KFC Madrid #25,Madrid,OpenTable,KFC,21,18-24,Female,Reserved,Eat In,242
Customer Service,0.0,9605.59595,2024Q3,IT,9605.59595,Chipotle Rome #10,Rome,OpenTable,Chipotle,89,65+,Male,Reserved,Eat In,243
Service Speed,9779.47945,0.0,2024Q3,UK,9779.47945,McDonald's London #35,London,RestaurantWebsite,McDonald's,43,35-45,Female,Walk-In,Takeout,244
Special Features or Experiences,9779.47945,0.0,2024Q3,UK,0.0,McDonald's London #35,London,RestaurantWebsite,McDonald's,43,35-45,Female,Walk-In,Takeout,244
Food Quality,9779.47945,0.0,2024Q3,UK,0.0,McDonald's London #35,London,RestaurantWebsite,McDonald's,43,35-45,Female,Walk-In,Takeout,244
Menu Variety,9779.47945,0.0,2024Q3,UK,0.0,McDonald's London #35,London,RestaurantWebsite,McDonald's,43,35-45,Female,Walk-In,Takeout,244
Location & Accessibility,0.0,7167.63885,2024Q3,ES,7167.63885,Chipotle Madrid #27,Madrid,OpenTable,Chipotle,90,65+,Female,Reserved,Eat In,245
Hygiene & Cleanliness,0.0,7167.63885,2024Q3,ES,0.0,Chipotle Madrid #27,Madrid,OpenTable,Chipotle,90,65+,Female,Reserved,Eat In,245
Service Speed,0.0,7167.63885,2024Q3,ES,0.0,Chipotle Madrid #27,Madrid,OpenTable,Chipotle,90,65+,Female,Reserved,Eat In,245
Menu Variety,0.0,7167.63885,2024Q3,ES,0.0,Chipotle Madrid #27,Madrid,OpenTable,Chipotle,90,65+,Female,Reserved,Eat In,245
Menu Variety,3858.65018,0.0,2024Q2,ES,3858.65018,Subway Madrid #44,Madrid,JustEat,Subway,62,55-64,Female,Reserved,Delivery,246
Menu Variety,6120.00789,0.0,2024Q2,DE,6120.00789,KFC Berlin #94,Berlin,Deliveroo,KFC,25,25-34,Female,Reserved,Delivery,247
Menu Variety,0.0,5403.53766,2024Q2,US,5403.53766,Burger King New York #90,New York,OpenTable,Burger King,76,65+,Female,Reserved,Eat In,248
Pricing,7159.21647,0.0,2024Q3,DE,7159.21647,Subway Berlin #48,Berlin,OpenTable,Subway,85,65+,Female,Reserved,Eat In,249
Reservation System,7159.21647,0.0,2024Q3,DE,0.0,Subway Berlin #48,Berlin,OpenTable,Subway,85,65+,Female,Reserved,Eat In,249
Service Speed,0.0,9005.25056,2024Q2,FR,9005.25056,KFC Paris #18,Paris,RestaurantWebsite,KFC,62,55-64,Male,Reserved,Delivery,250
Pricing,0.0,9005.25056,2024Q2,FR,0.0,KFC Paris #18,Paris,RestaurantWebsite,KFC,62,55-64,Male,Reserved,Delivery,250
Hygiene & Cleanliness,0.0,9005.25056,2024Q2,FR,0.0,KFC Paris #18,Paris,RestaurantWebsite,KFC,62,55-64,Male,Reserved,Delivery,250
Special Features or Experiences,0.0,9005.25056,2024Q2,FR,0.0,KFC Paris #18,Paris,RestaurantWebsite,KFC,62,55-64,Male,Reserved,Delivery,250
Menu Variety,0.0,4321.37828,2024Q3,FR,4321.37828,Chipotle Paris #87,Paris,UberEats,Chipotle,29,25-34,Female,Reserved,Delivery,251
Service Speed,0.0,4321.37828,2024Q3,FR,0.0,Chipotle Paris #87,Paris,UberEats,Chipotle,29,25-34,Female,Reserved,Delivery,251
Special Features or Experiences,0.0,4321.37828,2024Q3,FR,0.0,Chipotle Paris #87,Paris,UberEats,Chipotle,29,25-34,Female,Reserved,Delivery,251
Menu Variety,5626.84628,0.0,2024Q2,US,5626.84628,McDonald's New York #16,New York,JustEat,McDonald's,81,65+,Male,Reserved,Delivery,252
Ambience,5626.84628,0.0,2024Q2,US,0.0,McDonald's New York #16,New York,JustEat,McDonald's,81,65+,Male,Reserved,Delivery,252
Customer Service,5626.84628,0.0,2024Q2,US,0.0,McDonald's New York #16,New York,JustEat,McDonald's,81,65+,Male,Reserved,Delivery,252
Pricing,5626.84628,0.0,2024Q2,US,0.0,McDonald's New York #16,New York,JustEat,McDonald's,81,65+,Male,Reserved,Delivery,252
Ambience,6131.55243,0.0,2024Q2,DE,6131.55243,Burger King Berlin #70,Berlin,Deliveroo,Burger King,74,65+,Male,Reserved,Delivery,253
Food Quality,6131.55243,0.0,2024Q2,DE,0.0,Burger King Berlin #70,Berlin,Deliveroo,Burger King,74,65+,Male,Reserved,Delivery,253
Menu Variety,9064.00252,0.0,2024Q2,ES,9064.00252,McDonald's Madrid #77,Madrid,Deliveroo,McDonald's,44,35-45,Male,Reserved,Delivery,254
Pricing,9064.00252,0.0,2024Q2,ES,0.0,McDonald's Madrid #77,Madrid,Deliveroo,McDonald's,44,35-45,Male,Reserved,Delivery,254
Special Features or Experiences,9064.00252,0.0,2024Q2,ES,0.0,McDonald's Madrid #77,Madrid,Deliveroo,McDonald's,44,35-45,Male,Reserved,Delivery,254
Service Speed,0.0,1582.92757,2024Q2,IT,1582.92757,KFC Rome #46,Rome,RestaurantWebsite,KFC,80,65+,Male,Reserved,Eat In,255
Food Quality,6653.97155,0.0,2024Q3,UK,6653.97155,KFC London #28,London,JustEat,KFC,58,55-64,Male,Reserved,Delivery,256
Ambience,6653.97155,0.0,2024Q3,UK,0.0,KFC London #28,London,JustEat,KFC,58,55-64,Male,Reserved,Delivery,256
Reservation System,6653.97155,0.0,2024Q3,UK,0.0,KFC London #28,London,JustEat,KFC,58,55-64,Male,Reserved,Delivery,256
Hygiene & Cleanliness,6827.43106,0.0,2024Q2,FR,6827.43106,Burger King Paris #68,Paris,Deliveroo,Burger King,22,18-24,Female,Reserved,Delivery,257
Ambience,4956.1406,0.0,2024Q2,DE,4956.1406,McDonald's Berlin #64,Berlin,Deliveroo,McDonald's,26,25-34,Female,Reserved,Delivery,258
Location & Accessibility,4956.1406,0.0,2024Q2,DE,0.0,McDonald's Berlin #64,Berlin,Deliveroo,McDonald's,26,25-34,Female,Reserved,Delivery,258
Food Quality,4956.1406,0.0,2024Q2,DE,0.0,McDonald's Berlin #64,Berlin,Deliveroo,McDonald's,26,25-34,Female,Reserved,Delivery,258
Pricing,4956.1406,0.0,2024Q2,DE,0.0,McDonald's Berlin #64,Berlin,Deliveroo,McDonald's,26,25-34,Female,Reserved,Delivery,258
Special Features or Experiences,9277.55549,0.0,2024Q2,DE,9277.55549,Chipotle Berlin #41,Berlin,RestaurantWebsite,Chipotle,43,35-45,Male,Reserved,Eat In,259
Location & Accessibility,9277.55549,0.0,2024Q2,DE,0.0,Chipotle Berlin #41,Berlin,RestaurantWebsite,Chipotle,43,35-45,Male,Reserved,Eat In,259
Food Quality,9277.55549,0.0,2024Q2,DE,0.0,Chipotle Berlin #41,Berlin,RestaurantWebsite,Chipotle,43,35-45,Male,Reserved,Eat In,259
Ambience,9277.55549,0.0,2024Q2,DE,0.0,Chipotle Berlin #41,Berlin,RestaurantWebsite,Chipotle,43,35-45,Male,Reserved,Eat In,259
Food Quality,0.0,6626.86385,2024Q3,UK,6626.86385,Subway London #23,London,Deliveroo,Subway,60,55-64,Female,Reserved,Delivery,260
Pricing,0.0,6626.86385,2024Q3,UK,0.0,Subway London #23,London,Deliveroo,Subway,60,55-64,Female,Reserved,Delivery,260
Food Quality,0.0,4021.08819,2024Q2,US,4021.08819,KFC New York #40,New York,OpenTable,KFC,88,65+,Female,Reserved,Eat In,261
Location & Accessibility,7175.13433,0.0,2024Q2,UK,7175.13433,Burger King London #92,London,Deliveroo,Burger King,32,25-34,Female,Reserved,Delivery,262
Hygiene & Cleanliness,7175.13433,0.0,2024Q2,UK,0.0,Burger King London #92,London,Deliveroo,Burger King,32,25-34,Female,Reserved,Delivery,262
Special Features or Experiences,2781.2367,0.0,2024Q3,DE,2781.2367,Subway Berlin #42,Berlin,JustEat,Subway,62,55-64,Male,Reserved,Delivery,263
Ambience,2817.38092,0.0,2024Q2,IT,2817.38092,KFC Rome #12,Rome,RestaurantWebsite,KFC,79,65+,Female,Walk-In,Eat In,264
Customer Service,2817.38092,0.0,2024Q2,IT,0.0,KFC Rome #12,Rome,RestaurantWebsite,KFC,79,65+,Female,Walk-In,Eat In,264
Menu Variety,2817.38092,0.0,2024Q2,IT,0.0,KFC Rome #12,Rome,RestaurantWebsite,KFC,79,65+,Female,Walk-In,Eat In,264
Service Speed,0.0,1558.91891,2024Q3,FR,1558.91891,Burger King Paris #8,Paris,JustEat,Burger King,58,55-64,Male,Reserved,Delivery,265
Special Features or Experiences,0.0,1558.91891,2024Q3,FR,0.0,Burger King Paris #8,Paris,JustEat,Burger King,58,55-64,Male,Reserved,Delivery,265
Menu Variety,0.0,1558.91891,2024Q3,FR,0.0,Burger King Paris #8,Paris,JustEat,Burger King,58,55-64,Male,Reserved,Delivery,265
Location & Accessibility,0.0,1558.91891,2024Q3,FR,0.0,Burger King Paris #8,Paris,JustEat,Burger King,58,55-64,Male,Reserved,Delivery,265
Pricing,2945.99859,0.0,2024Q3,FR,2945.99859,Subway Paris #21,Paris,RestaurantWebsite,Subway,64,55-64,Male,Reserved,Delivery,266
Service Speed,2945.99859,0.0,2024Q3,FR,0.0,Subway Paris #21,Paris,RestaurantWebsite,Subway,64,55-64,Male,Reserved,Delivery,266
Ambience,2945.99859,0.0,2024Q3,FR,0.0,Subway Paris #21,Paris,RestaurantWebsite,Subway,64,55-64,Male,Reserved,Delivery,266
Food Quality,5391.55725,0.0,2024Q2,UK,5391.55725,McDonald's London #69,London,JustEat,McDonald's,31,25-34,Female,Reserved,Delivery,267
Hygiene & Cleanliness,5391.55725,0.0,2024Q2,UK,0.0,McDonald's London #69,London,JustEat,McDonald's,31,25-34,Female,Reserved,Delivery,267
Special Features or Experiences,5391.55725,0.0,2024Q2,UK,0.0,McDonald's London #69,London,JustEat,McDonald's,31,25-34,Female,Reserved,Delivery,267
Reservation System,5391.55725,0.0,2024Q2,UK,0.0,McDonald's London #69,London,JustEat,McDonald's,31,25-34,Female,Reserved,Delivery,267
Menu Variety,3213.2403,0.0,2024Q3,US,3213.2403,KFC New York #21,New York,OpenTable,KFC,31,25-34,Female,Reserved,Eat In,268
Service Speed,8990.47557,0.0,2024Q3,FR,8990.47557,Burger King Paris #42,Paris,UberEats,Burger King,88,65+,Male,Reserved,Delivery,269
Location & Accessibility,7770.87372,0.0,2024Q2,DE,7770.87372,Subway Berlin #81,Berlin,JustEat,Subway,61,55-64,Female,Reserved,Delivery,270
Customer Service,7770.87372,0.0,2024Q2,DE,0.0,Subway Berlin #81,Berlin,JustEat,Subway,61,55-64,Female,Reserved,Delivery,270
Ambience,1533.77686,0.0,2024Q3,DE,1533.77686,Burger King Berlin #64,Berlin,JustEat,Burger King,57,55-64,Female,Reserved,Delivery,271
Reservation System,1533.77686,0.0,2024Q3,DE,0.0,Burger King Berlin #64,Berlin,JustEat,Burger King,57,55-64,Female,Reserved,Delivery,271
Ambience,0.0,4513.76488,2024Q3,DE,4513.76488,Chipotle Berlin #37,Berlin,Deliveroo,Chipotle,45,35-45,Female,Reserved,Delivery,272
Customer Service,0.0,4513.76488,2024Q3,DE,0.0,Chipotle Berlin #37,Berlin,Deliveroo,Chipotle,45,35-45,Female,Reserved,Delivery,272
Special Features or Experiences,0.0,4513.76488,2024Q3,DE,0.0,Chipotle Berlin #37,Berlin,Deliveroo,Chipotle,45,35-45,Female,Reserved,Delivery,272
Customer Service,5011.6806,0.0,2024Q3,FR,5011.6806,Burger King Paris #10,Paris,UberEats,Burger King,23,18-24,Female,Reserved,Delivery,273
Special Features or Experiences,5011.6806,0.0,2024Q3,FR,0.0,Burger King Paris #10,Paris,UberEats,Burger King,23,18-24,Female,Reserved,Delivery,273
Menu Variety,5011.6806,0.0,2024Q3,FR,0.0,Burger King Paris #10,Paris,UberEats,Burger King,23,18-24,Female,Reserved,Delivery,273
Service Speed,5011.6806,0.0,2024Q3,FR,0.0,Burger King Paris #10,Paris,UberEats,Burger King,23,18-24,Female,Reserved,Delivery,273
Reservation System,5332.38898,0.0,2024Q2,IT,5332.38898,KFC Rome #70,Rome,OpenTable,KFC,30,25-34,Female,Reserved,Eat In,274
Customer Service,5332.38898,0.0,2024Q2,IT,0.0,KFC Rome #70,Rome,OpenTable,KFC,30,25-34,Female,Reserved,Eat In,274
Ambience,5332.38898,0.0,2024Q2,IT,0.0,KFC Rome #70,Rome,OpenTable,KFC,30,25-34,Female,Reserved,Eat In,274
Pricing,1816.0113,0.0,2024Q2,UK,1816.0113,McDonald's London #39,London,OpenTable,McDonald's,42,35-45,Female,Reserved,Eat In,275
Hygiene & Cleanliness,1816.0113,0.0,2024Q2,UK,0.0,McDonald's London #39,London,OpenTable,McDonald's,42,35-45,Female,Reserved,Eat In,275
Ambience,1816.0113,0.0,2024Q2,UK,0.0,McDonald's London #39,London,OpenTable,McDonald's,42,35-45,Female,Reserved,Eat In,275
Location & Accessibility,1816.0113,0.0,2024Q2,UK,0.0,McDonald's London #39,London,OpenTable,McDonald's,42,35-45,Female,Reserved,Eat In,275
Menu Variety,1249.92146,0.0,2024Q3,ES,1249.92146,Chipotle Madrid #87,Madrid,OpenTable,Chipotle,78,65+,Female,Reserved,Eat In,276
Special Features or Experiences,1249.92146,0.0,2024Q3,ES,0.0,Chipotle Madrid #87,Madrid,OpenTable,Chipotle,78,65+,Female,Reserved,Eat In,276
Reservation System,1249.92146,0.0,2024Q3,ES,0.0,Chipotle Madrid #87,Madrid,OpenTable,Chipotle,78,65+,Female,Reserved,Eat In,276
Service Speed,0.0,8060.78434,2024Q3,US,8060.78434,KFC New York #54,New York,RestaurantWebsite,KFC,40,35-45,Female,Walk-In,Takeout,277
Food Quality,0.0,8060.78434,2024Q3,US,0.0,KFC New York #54,New York,RestaurantWebsite,KFC,40,35-45,Female,Walk-In,Takeout,277
Customer Service,0.0,8060.78434,2024Q3,US,0.0,KFC New York #54,New York,RestaurantWebsite,KFC,40,35-45,Female,Walk-In,Takeout,277
Special Features or Experiences,1783.79364,0.0,2024Q3,FR,1783.79364,Burger King Paris #61,Paris,Deliveroo,Burger King,67,65+,Male,Reserved,Delivery,278
Ambience,1783.79364,0.0,2024Q3,FR,0.0,Burger King Paris #61,Paris,Deliveroo,Burger King,67,65+,Male,Reserved,Delivery,278
Ambience,0.0,7065.95747,2024Q3,DE,7065.95747,Subway Berlin #53,Berlin,RestaurantWebsite,Subway,18,18-24,Female,Reserved,Eat In,279
Menu Variety,0.0,7065.95747,2024Q3,DE,0.0,Subway Berlin #53,Berlin,RestaurantWebsite,Subway,18,18-24,Female,Reserved,Eat In,279
Hygiene & Cleanliness,0.0,7065.95747,2024Q3,DE,0.0,Subway Berlin #53,Berlin,RestaurantWebsite,Subway,18,18-24,Female,Reserved,Eat In,279
Customer Service,0.0,7065.95747,2024Q3,DE,0.0,Subway Berlin #53,Berlin,RestaurantWebsite,Subway,18,18-24,Female,Reserved,Eat In,279
Ambience,0.0,7037.33785,2024Q3,FR,7037.33785,KFC Paris #84,Paris,RestaurantWebsite,KFC,35,35-45,Female,Walk-In,Takeout,280
Location & Accessibility,3510.44428,0.0,2024Q3,IT,3510.44428,KFC Rome #92,Rome,RestaurantWebsite,KFC,71,65+,Male,Reserved,Delivery,281
Customer Service,3510.44428,0.0,2024Q3,IT,0.0,KFC Rome #92,Rome,RestaurantWebsite,KFC,71,65+,Male,Reserved,Delivery,281
Hygiene & Cleanliness,3510.44428,0.0,2024Q3,IT,0.0,KFC Rome #92,Rome,RestaurantWebsite,KFC,71,65+,Male,Reserved,Delivery,281
Special Features or Experiences,9851.7808,0.0,2024Q2,US,9851.7808,Subway New York #36,New York,Deliveroo,Subway,77,65+,Male,Reserved,Delivery,282
Service Speed,6514.18378,0.0,2024Q2,IT,6514.18378,Subway Rome #12,Rome,OpenTable,Subway,23,18-24,Male,Reserved,Eat In,283
Hygiene & Cleanliness,8644.52545,0.0,2024Q3,ES,8644.52545,Burger King Madrid #55,Madrid,RestaurantWebsite,Burger King,35,35-45,Male,Walk-In,Eat In,284
Special Features or Experiences,8644.52545,0.0,2024Q3,ES,0.0,Burger King Madrid #55,Madrid,RestaurantWebsite,Burger King,35,35-45,Male,Walk-In,Eat In,284
Service Speed,8644.52545,0.0,2024Q3,ES,0.0,Burger King Madrid #55,Madrid,RestaurantWebsite,Burger King,35,35-45,Male,Walk-In,Eat In,284
Menu Variety,6137.02274,0.0,2024Q2,IT,6137.02274,McDonald's Rome #79,Rome,UberEats,McDonald's,45,35-45,Female,Reserved,Delivery,285
Menu Variety,8612.98994,0.0,2024Q3,UK,8612.98994,Subway London #79,London,OpenTable,Subway,22,18-24,Female,Reserved,Eat In,286
Ambience,8612.98994,0.0,2024Q3,UK,0.0,Subway London #79,London,OpenTable,Subway,22,18-24,Female,Reserved,Eat In,286
Special Features or Experiences,8612.98994,0.0,2024Q3,UK,0.0,Subway London #79,London,OpenTable,Subway,22,18-24,Female,Reserved,Eat In,286
Pricing,8612.98994,0.0,2024Q3,UK,0.0,Subway London #79,London,OpenTable,Subway,22,18-24,Female,Reserved,Eat In,286
Reservation System,4230.52212,0.0,2024Q3,UK,4230.52212,McDonald's London #32,London,UberEats,McDonald's,28,25-34,Male,Reserved,Delivery,287
Pricing,4230.52212,0.0,2024Q3,UK,0.0,McDonald's London #32,London,UberEats,McDonald's,28,25-34,Male,Reserved,Delivery,287
Hygiene & Cleanliness,4230.52212,0.0,2024Q3,UK,0.0,McDonald's London #32,London,UberEats,McDonald's,28,25-34,Male,Reserved,Delivery,287
Customer Service,4230.52212,0.0,2024Q3,UK,0.0,McDonald's London #32,London,UberEats,McDonald's,28,25-34,Male,Reserved,Delivery,287
Reservation System,7118.64997,0.0,2024Q3,DE,7118.64997,Chipotle Berlin #56,Berlin,JustEat,Chipotle,64,55-64,Female,Reserved,Delivery,288
Menu Variety,5407.51032,0.0,2024Q3,UK,5407.51032,Subway London #44,London,OpenTable,Subway,37,35-45,Male,Reserved,Eat In,289
Special Features or Experiences,9416.75572,0.0,2024Q2,ES,9416.75572,McDonald's Madrid #11,Madrid,Deliveroo,McDonald's,60,55-64,Female,Reserved,Delivery,290
Food Quality,8634.86712,0.0,2024Q3,IT,8634.86712,Burger King Rome #24,Rome,RestaurantWebsite,Burger King,33,25-34,Female,Walk-In,Eat In,291
Food Quality,6992.82294,0.0,2024Q2,ES,6992.82294,Burger King Madrid #72,Madrid,JustEat,Burger King,32,25-34,Male,Reserved,Delivery,292
Location & Accessibility,6992.82294,0.0,2024Q2,ES,0.0,Burger King Madrid #72,Madrid,JustEat,Burger King,32,25-34,Male,Reserved,Delivery,292
Reservation System,6888.18368,0.0,2024Q3,FR,6888.18368,KFC Paris #75,Paris,OpenTable,KFC,41,35-45,Female,Reserved,Eat In,293
